REGULATOR	TARGET
YHR178W	YKL171W
YHR178W	YER053C-A
YHR178W	YLR333C
YHR178W	YGL220W
YHR178W	YGR161W-C
YHR178W	YOR229W
YHR178W	YLR043C
YHR178W	YIL051C
YHR178W	YDR003W
YHR178W	YPR074C
YHR178W	YML008C
YHR178W	YKR009C
YHR178W	YNL251C
YHR178W	YPL186C
YHR178W	YLR153C
YHR178W	YKL062W
YHR178W	YLR354C
YHR178W	YDR244W
YHR178W	YDL214C
YHR178W	YFR034C
YHR178W	YHR178W
YHR178W	YMR058W
YHR178W	YBR105C
YHR178W	YCR028C-A
YHR178W	YDR243C
YHR178W	YBR137W
YHR178W	YLL018C-A
YHR178W	YDL131W
YHR178W	YDR231C
YHR178W	MCO6
YHR178W	YER094C
YHR178W	YEL055C
YHR178W	YOR184W
YHR178W	YBR158W
YHR178W	YMR070W
YHR178W	YGR112W
YHR178W	YAL040C
YHR178W	YLR304C
YHR178W	YLR406C
YHR178W	YOR274W
YHR178W	YER062C
YHR178W	YGR044C
YHR178W	YLR300W
YHR178W	YBR150C
YHR178W	YGR146C
YHR178W	YCR004C
YHR178W	YDR072C
YHR178W	YDR248C
YHR178W	YJL168C
YHR178W	YDR232W
YHR178W	YIR002C
YHR178W	YGL054C
YHR178W	YIL050W
YHR178W	YGR175C
YHR178W	YAL060W
YHR178W	YNL283C
YHR178W	YJL047C-A
YHR178W	YKL096W-A
YHR178W	YOR098C
YHR178W	YMR281W
YHR178W	YJL082W
YHR178W	YNL079C
YHR178W	YIR036C
YHR178W	DPC25
YHR178W	YGR243W
YHR178W	YDL124W
YHR178W	YGR067C
YHR178W	YDR213W
YHR178W	YLR378C
YHR178W	YDR073W
YHR178W	YGL162W
YHR178W	YPL223C
YHR178W	YPR115W
YHR178W	YFL016C
YHR178W	YKR068C
YHR178W	YNL202W
YHR178W	YMR008C
YHR178W	YGL209W
YHR178W	YHR135C
YHR178W	YOR092W
YHR178W	YOL084W
YHR178W	YPL003W
YHR178W	YMR009W
YHR178W	YMR272C
YHR178W	YLR439W
YHR178W	MNC1
YHR178W	YPL024W
YHR178W	YMR182C
YHR178W	YDL205C
YHR178W	YLR297W
YHR178W	YBR143C
YHR178W	YLR335W
YHR178W	YLR429W
YHR178W	YGL179C
YHR178W	YIL083C
YHR178W	YCR028C
YHR178W	YLR373C
YHR178W	YPR080W
YHR178W	YDR033W
YHR178W	YAL001C
YHR178W	YBR067C
YHR178W	YHR049W
YHR178W	YNL282W
YHR178W	YLR299W
YHR178W	YOR078W
YHR178W	YJL107C
YHR178W	YPL137C
YHR178W	YNL119W
YHR178W	YPL079W
YHR178W	YGL205W
YHR178W	YOR134W
YHR178W	YDR490C
YHR178W	YJL069C
YHR178W	YER046W
YHR178W	YMR251W-A
YHR178W	YPL108W
YHR178W	YGL055W
YHR178W	YKR075C
YHR178W	YMR305C
YHR178W	YEL058W
YHR178W	YOR344C
YHR178W	YOR162C
YHR178W	YKL028W
YHR178W	YIL117C
YHR178W	YGR239C
YHR178W	YIL132C
YHR178W	YJL194W
YHR178W	YGL056C
YHR178W	YMR090W
YHR178W	YLR112W
YHR178W	YNL241C
YHR178W	YEL054C
YHR178W	YCR036W
YHR178W	YOR077W
YHR178W	YDL197C
YHR178W	YPL222W
YHR178W	YER044C
YHR178W	YOR107W
YHR178W	YML007W
YHR178W	YKL188C
YHR178W	YDR260C
YHR178W	YOR099W
YHR178W	YEL069C
YHR178W	YDL204W
YHR178W	YNL080C
YHR178W	YOR315W
YHR178W	YMR206W
YHR178W	YBL011W
YHR178W	YDL222C
YHR178W	YJL187C
YHR178W	YDL037C
YHR178W	YDL139C
YHR178W	YOL012C
YHR178W	YLR407W
YHR178W	YIR035C
YHR178W	YOR177C
YHR178W	YGR241C
YHR178W	YHR199C
YHR178W	YPR013C
YHR178W	YPL149W
YHR178W	YBR001C
YHR178W	YOR163W
YHR178W	YLR149C
YHR178W	YJL196C
YHR178W	YDR277C
YHR178W	YJR048W
YHR178W	YNL121C
YHR178W	YJL130C
YHR178W	YPL066W
YHR178W	YDL047W
YHR178W	YJL186W
YHR178W	YGR250C
YHR178W	YOR230W
YHR178W	YGL225W
YHR178W	YLR401C
YHR178W	YHR079C
YHR178W	YGR108W
YHR178W	YBR038W
YHR178W	YGR154C
YHR178W	YOR358W
YHR178W	YDR345C
YHR178W	YKL065C
YHR178W	YMR069W
YHR178W	YOR028C
YHR178W	YLR099W-A
YHR178W	YHR137W
YHR178W	YBR010W
YHR178W	YPL068C
YHR178W	YBR157C
YHR178W	YDR207C
YHR178W	YPR062W
YHR178W	YEL041W
YHR178W	YJR025C
YHR178W	YLR092W
YHR178W	YOR096W
YHR178W	YLR114C
YHR178W	YOL060C
YHR178W	YBR152W
YHR178W	YPL139C
YHR178W	YBR196C
YHR178W	YER056C
YHR178W	YHR071W
YHR178W	YOL109W
YHR178W	YGL064C
YHR178W	YGR292W
YHR178W	YIL160C
YHR178W	YNR018W
YHR178W	YJL006C
YHR178W	YGR287C
YHR178W	YMR031C
YHR178W	YBR066C
YHR178W	YOR095C
YHR178W	YLR100W
YHR178W	YLR154C
YHR178W	YCR008W
YHR178W	YER136W
YHR178W	YJL167W
YHR178W	YPR063C
YHR178W	YPL147W
YHR178W	YIR016W
YHR178W	YDL235C
YHR178W	YBL045C
YHR178W	YPL112C
YHR178W	YPL061W
YHR178W	YBR138C
YHR178W	YIL055C
YHR178W	YIL046W
YHR178W	YER064C
YHR178W	YMR318C
YHR178W	YLR332W
YHR178W	YGR142W
YHR178W	YPL265W
YHR178W	YDR004W
YHR178W	YHR163W
YHR178W	YOL125W
YHR178W	YLR099C
YHR178W	YGL206C
YHR178W	YDR492W
YHR178W	YKL001C
YHR178W	YBR179C
YHR178W	YLL013C
YHR178W	YJR104C
YHR178W	YBL064C
YHR178W	YMR073C
YHR178W	YCR035C
YHR178W	YNL168C
YHR178W	YKR093W
YHR178W	YNL135C
YHR178W	YLR254C
YHR178W	YLR380W
YHR178W	SND3
YHR178W	YDR384C
YHR178W	YGL125W
YHR178W	YMR037C
YHR178W	YEL034W
YHR178W	YML088W
YHR178W	YLR055C
YHR178W	YGR055W
YHR178W	YJL153C
YHR178W	YGL063W
YHR178W	YLR403W
YHR178W	YAL005C
YHR178W	YHR112C
YHR178W	YGR214W
YHR178W	ATG42
YHR178W	YFR053C
YHR178W	YDL079C
YHR178W	YLR152C
YHR178W	YMR194C-B
YHR178W	YOL082W
YHR178W	YGR230W
YHR178W	YOL143C
YHR178W	YDL213C
YHR178W	YMR290C
YHR178W	YGL001C
YHR178W	YBR297W
YJL089W	YJL020C
YJL089W	YNL118C
YJL089W	YJL089W
YJL089W	YKL039W
YJL089W	YML043C
YJL089W	YGR067C
YJL089W	YGR285C
YJL089W	YML005W
YJL089W	YJL019W
YJL089W	YPR035W
YJL089W	YAL054C
YJL089W	YDL134C
YJL089W	YCR005C
YJL089W	YJR095W
YJL089W	YOR095C
YJL089W	YOR101W
YJL089W	YFL055W
YJL089W	YCR006C
YJL089W	YHR094C
YJL089W	YKL210W
YJL089W	YLR154C
YJL089W	YJR148W
YJL089W	YBR200W
YJL089W	YEL034W
YJL089W	YPR009W
YJL089W	YER065C
YJL089W	YBR052C
YJL089W	YML042W
YJL089W	YGR180C
YJL089W	YPL061W
YJL089W	YFL024C
YJL089W	YGR181W
YJL089W	YKR057W
YJL089W	YLR153C
YJL089W	YOL126C
YJL089W	YOR230W
YJL089W	YLR308W
YJL089W	YOL026C
YJL089W	YLR307C-A
YJL089W	YFL023W
YJL089W	YLR297W
YJL089W	YOL125W
YJL089W	YNL117W
YJL089W	YOR100C
YJL089W	YPL034W
YJL089W	YOL025W
YJL089W	YCR010C
YJL089W	YAL053W
YJL089W	YKR097W
YJL089W	YBR050C
YJL089W	YKL040C
YJL089W	YCR028C-A
YJL089W	YGR060W
YJL089W	YDL133W
YJL089W	YKL211C
YJL089W	YAR035W
YJL089W	YBL015W
YJL089W	YLL018C-A
YJL089W	YCR028C
YJL089W	YDR180W
YJL089W	YJR094W-A
YJL089W	YLL019C
YJL089W	YKR058W
YJL089W	YLR377C
YPL133C	YJL216C
YPL133C	YNL180C
YPL133C	YJL089W
YPL133C	YNL118C
YPL133C	YEL060C
YPL133C	YHR050W
YPL133C	YJL107C
YPL133C	YIL015W
YPL133C	YDR406W
YPL133C	YOR348C
YPL133C	YHR039C
YPL133C	YDR527W
YPL133C	YJL045W
YPL133C	YDL020C
YPL133C	YEL063C
YPL133C	YMR251W-A
YPL133C	YOR138C
YPL133C	YCR006C
YPL133C	YDR096W
YPL133C	YGR032W
YPL133C	YGL055W
YPL133C	YHR087W
YPL133C	YEL058W
YPL133C	YER137C
YPL133C	YBR052C
YPL133C	YDR041W
YPL133C	YKL028W
YPL133C	YGL056C
YPL133C	YLR112W
YPL133C	YDR524C-B
YPL133C	YBR230C
YPL133C	YIL057C
YPL133C	YBL029C-A
YPL133C	YEL062W
YPL133C	YNL117W
YPL133C	YKL109W
YPL133C	YNL144C
YPL133C	YKR097W
YPL133C	YMR195W
YPL133C	YEL017C-A
YPL133C	YJR121W
YPL133C	YNL037C
YPL133C	YFL054C
YPL133C	YDR343C
YPL133C	YOR152C
YPL133C	YEL059C-A
YPL133C	YOL012C
YPL133C	YLR113W
YPL133C	YER149C
YPL133C	YNL036W
YPL133C	YPR035W
YPL133C	YKL171W
YPL133C	YHR049W
YPL133C	YJR095W
YPL133C	COQ21
YPL133C	YGR052W
YPL133C	YEL044W
YPL133C	YER130C
YPL133C	YDL047W
YPL133C	YOR347C
YPL133C	YNL065W
YPL133C	YDL048C
YPL133C	YLR153C
YPL133C	YER131W
YPL133C	YGR250C
YPL133C	YHR039C-A
YPL133C	YEL038W
YPL133C	YLR312C
YPL133C	YHL024W
YPL133C	YLR401C
YPL133C	YDR525W-A
YPL133C	YOL087C
YPL133C	YEL046C
YPL133C	YPL026C
YPL133C	YNR017W
YPL133C	YEL039C
YPL133C	YBR105C
YPL133C	YFR011C
YPL133C	YGL008C
YPL133C	YEL012W
YPL133C	YMR069W
YPL133C	YLR044C
YPL133C	YAR035W
YPL133C	YHR040W
YPL133C	YFL014W
YPL133C	YJR094W-A
YPL133C	YDR047W
YPL133C	YDR385W
YPL133C	YEL017W
YPL133C	YBR043C
YPL133C	YLR377C
YPL133C	YMR070W
YPL133C	YPR192W
YPL133C	YNR018W
YPL133C	YDR046C
YPL133C	YBR081C
YPL133C	YCR024C-A
YPL133C	YLR154C
YPL133C	YNL142W
YPL133C	YBR229C
YPL133C	YLR312W-A
YPL133C	YER150W
YPL133C	YOR140W
YPL133C	YHR096C
YPL133C	YMR136W
YPL133C	YLL028W
YPL133C	YDR072C
YPL133C	YPL057C
YPL133C	YPL061W
YPL133C	YLR056W
YPL133C	YOL126C
YPL133C	YOL086W-A
YPL133C	YEL071W
YPL133C	YIL056W
YPL133C	YLR110C
YPL133C	YOL125W
YPL133C	YMR135C
YPL133C	YKL096W-A
YPL133C	YBR050C
YPL133C	YFL022C
YPL133C	YBL029W
YPL133C	YFL021W
YPL133C	YKL029C
YPL133C	YPL017C
YPL133C	YEL020W-A
YPL133C	YML041C
YPL133C	YBL064C
YPL133C	YGR067C
YPL133C	YKL201C
YPL133C	YDR073W
YPL133C	YGL162W
YPL133C	SND3
YPL133C	YML091C
YPL133C	YPR036W-A
YPL133C	YDR384C
YPL133C	YMR037C
YPL133C	YBL063W
YPL133C	YPL087W
YPL133C	YBR072W
YPL133C	YFL016C
YPL133C	YML088W
YPL133C	YLR055C
YPL133C	YOL052C-A
YPL133C	YPR149W
YPL133C	YLR403W
YPL133C	YML073C
YPL133C	YNR016C
YPL133C	YDL049C
YPL133C	YHR007C
YPL133C	YOL084W
YPL133C	YOL011W
YPL133C	YOR153W
YPL133C	YLR152C
YPL133C	YMR194C-B
YPL133C	YPL024W
YPL133C	YLR297W
YPL133C	YGR244C
YPL133C	YDR275W
YPL133C	YDR216W
YPL133C	YLR174W
YPL133C	YBR067C
YCR065W	YAL040C
YCR065W	YAR009C
YCR065W	YAR019C
YCR065W	YAR042W
YCR065W	YAR064W
YCR065W	YBL023C
YCR065W	YBL032W
YCR065W	YBL033C
YCR065W	YBL071C
YCR065W	YBL092W
YCR065W	YBL093C
YCR065W	YBR007C
YCR065W	YBR035C
YCR065W	YBR107C
YCR065W	YBR108W
YCR065W	YBR231C
YCR065W	YCL044C
YCR065W	YCL051W
YCR065W	YCL052C
YCR065W	YCL057W
YCR065W	YCL058C
YCR065W	YCR018C-A
YCR065W	YCR019W
YCR065W	YCR027C
YCR065W	YDL012C
YCR065W	YDL025C
YCR065W	YDL031W
YCR065W	YDL088C
YCR065W	YDL107W
YCR065W	YDL110C
YCR065W	YDL130W
YCR065W	YDL141W
YCR065W	YDL142C
YCR065W	YDL159W
YCR065W	YDL160C
YCR065W	YDL168W
YCR065W	YDL169C
YCR065W	YDL175C
YCR065W	YDL180W
YCR065W	YDL185W
YCR065W	YDL215C
YCR065W	YDL223C
YCR065W	YDL244W
YCR065W	YDL245C
YCR065W	YDL247W
YCR065W	YDR026C
YCR065W	YDR038C
YCR065W	YDR039C
YCR065W	YDR070C
YCR065W	YDR083W
YCR065W	YDR088C
YCR065W	YDR089W
YCR065W	YDR113C
YCR065W	YDR132C
YCR065W	YDR143C
YCR065W	YDR161W
YCR065W	YDR246W
YCR065W	YDR267C
YCR065W	YDR268W
YCR065W	YDR277C
YCR065W	YDR286C
YCR065W	YDR287W
YCR065W	YDR356W
YCR065W	YDR411C
YCR065W	YDR412W
YCR065W	YDR523C
YCR065W	YDR528W
YCR065W	YEL058W
YCR065W	YEL061C
YCR065W	YER023W
YCR065W	YER107C
YCR065W	YGL033W
YCR065W	YGL034C
YCR065W	YGL123W
YCR065W	YGL124C
YCR065W	YGL147C
YCR065W	YGL156W
YCR065W	YGL158W
YCR065W	YGL160W
YCR065W	YGL161C
YCR065W	YGL194C
YCR065W	YGL209W
YCR065W	YGL210W
YCR065W	YGL214W
YCR065W	YGL223C
YCR065W	YGL225W
YCR065W	YGR075C
YCR065W	YGR098C
YCR065W	YGR148C
YCR065W	YGR149W
YCR065W	YGR157W
YCR065W	YGR165W
YCR065W	YGR166W
YCR065W	YGR250C
YCR065W	YGR251W
YCR065W	YGR287C
YCR065W	YGR288W
YCR065W	YHL010C
YCR065W	YHL024W
YCR065W	YHL039W
YCR065W	YHL040C
YCR065W	YHL045W
YCR065W	YHL046C
YCR065W	YHL048W
YCR065W	YHL049C
YCR065W	YHL050C
YCR065W	YHR062C
YCR065W	YHR107C
YCR065W	YHR108W
YCR065W	YHR109W
YCR065W	YHR114W
YCR065W	YHR132C
YCR065W	YHR138C
YCR065W	YHR139C-A
YCR065W	YHR140W
YCR065W	YHR149C
YCR065W	YHR150W
YCR065W	YIL089W
YCR065W	YIL090W
YCR065W	YIL091C
YCR065W	YIL095W
YCR065W	YIL096C
YCR065W	YIL111W
YCR065W	YIL118W
YCR065W	YIL119C
YCR065W	YIL123W
YCR065W	YIL144W
YCR065W	YIL145C
YCR065W	YIL164C
YCR065W	YIL177C
YCR065W	YIR029W
YCR065W	YIR040C
YCR065W	YIR041W
YCR065W	YJL106W
YCR065W	YJL107C
YCR065W	YJL155C
YCR065W	YJL198W
YCR065W	YJL199C
YCR065W	YJR156C
YCR065W	YJR157W
YCR065W	YKL069W
YCR065W	YKL148C
YCR065W	YKL162C-A
YCR065W	YKR096W
YCR065W	YLL065W
YCR065W	YLL066C
YCR065W	YLL067C
YCR065W	YLR004C
YCR065W	YLR005W
YCR065W	YLR035C-A
YCR065W	YLR037C
YCR065W	YLR089C
YCR065W	YLR090W
YCR065W	YLR160C
YCR065W	YLR161W
YCR065W	YLR192C
YCR065W	YLR205C
YCR065W	YLR206W
YCR065W	YLR228C
YCR065W	YLR272C
YCR065W	YLR460C
YCR065W	YLR461W
YCR065W	YML067C
YCR065W	YML132W
YCR065W	YML133C
YCR065W	YMR165C
YCR065W	YMR171C
YCR065W	YMR172W
YCR065W	YMR198W
YCR065W	YMR201C
YCR065W	YMR202W
YCR065W	YMR231W
YCR065W	YMR234W
YCR065W	YMR247C
YCR065W	YMR250W
YCR065W	YMR308C
YCR065W	YMR324C
YCR065W	YMR325W
YCR065W	YNL012W
YCR065W	YNL013C
YCR065W	YNL040W
YCR065W	YNL041C
YCR065W	YNL078W
YCR065W	YNL079C
YCR065W	YNL093W
YCR065W	YNL107W
YCR065W	YNL108C
YCR065W	YNL112W
YCR065W	YNL128W
YCR065W	YNL134C
YCR065W	YNL271C
YCR065W	YNL284C
YCR065W	YNL293W
YCR065W	YNL294C
YCR065W	YNL311C
YCR065W	YNL337W
YCR065W	YNL338W
YCR065W	YNL339C
YCR065W	YNR016C
YCR065W	YNR017W
YCR065W	YNR054C
YCR065W	YNR059W
YCR065W	YNR071C
YCR065W	YNR072W
YCR065W	YNR076W
YCR065W	YOL014W
YCR065W	YOL059W
YCR065W	YOL060C
YCR065W	YOL119C
YCR065W	YOL136C
YCR065W	YOL151W
YCR065W	YOL164W
YCR065W	YOL165C
YCR065W	YOR008C
YCR065W	YOR019W
YCR065W	YOR058C
YCR065W	YOR066W
YCR065W	YOR067C
YCR065W	YOR070C
YCR065W	YOR071C
YCR065W	YOR072W
YCR065W	YOR076C
YCR065W	YOR077W
YCR065W	YOR134W
YCR065W	YOR144C
YCR065W	YOR226C
YCR065W	YOR227W
YCR065W	YOR254C
YCR065W	YOR255W
YCR065W	YOR307C
YCR065W	YOR354C
YCR065W	YOR355W
YCR065W	YPL028W
YCR065W	YPL051W
YCR065W	YPL056C
YCR065W	YPL156C
YCR065W	YPL160W
YCR065W	YPL161C
YCR065W	YPL170W
YCR065W	YPL171C
YCR065W	YPL216W
YCR065W	YPL217C
YCR065W	YPL276W
YCR065W	YPL277C
YCR065W	YPL280W
YCR065W	YPL281C
YCR065W	YPL282C
YCR065W	YPL283C
YCR065W	YPR002C-A
YCR065W	YPR010C
YCR065W	YPR013C
YCR065W	YPR036W
YCR065W	YPR045C
YCR065W	YPR046W
YCR065W	YPR049C
YCR065W	YPR074C
YCR065W	YPR084W
YCR065W	YPR109W
YDR043C	STA1
YDR043C	YAL017W
YDR043C	YAL018C
YDR043C	YAL022C
YDR043C	YAL060W
YDR043C	YAL063C
YDR043C	YAL064C-A
YDR043C	YAL064W
YDR043C	YAR029W
YDR043C	YAR031W
YDR043C	YAR042W
YDR043C	YAR064W
YDR043C	YAR070C
YDR043C	YAR071W
YDR043C	YBL029C-A
YDR043C	YBL029W
YDR043C	YBL030C
YDR043C	YBL043W
YDR043C	YBL044W
YDR043C	YBR018C
YDR043C	YBR019C
YDR043C	YBR020W
YDR043C	YBR039W
YDR043C	YBR066C
YDR043C	YBR150C
YDR043C	YBR151W
YDR043C	YBR157C
YDR043C	YBR177C
YDR043C	YBR296C
YDR043C	YCR018C-A
YDR043C	YCR019W
YDR043C	YCR105W
YDR043C	YCR107W
YDR043C	YDL019C
YDR043C	YDL089W
YDR043C	YDL090C
YDR043C	YDL245C
YDR043C	YDL246C
YDR043C	YDR010C
YDR043C	YDR011W
YDR043C	YDR040C
YDR043C	YDR041W
YDR043C	YDR042C
YDR043C	YDR043C
YDR043C	YDR044W
YDR043C	YDR052C
YDR043C	YDR053W
YDR043C	YDR076W
YDR043C	YDR077W
YDR043C	YDR111C
YDR043C	YDR132C
YDR043C	YDR133C
YDR043C	YDR134C
YDR043C	YDR259C
YDR043C	YDR343C
YDR043C	YDR402C
YDR043C	YDR433W
YDR043C	YDR434W
YDR043C	YDR435C
YDR043C	YDR436W
YDR043C	YDR441C
YDR043C	YDR442W
YDR043C	YDR464W
YDR043C	YDR473C
YDR043C	YDR508C
YDR043C	YDR510W
YDR043C	YDR534C
YDR043C	YDR535C
YDR043C	YDR536W
YDR043C	YEL001C
YDR043C	YEL020W-A
YDR043C	YEL021W
YDR043C	YEL040W
YDR043C	YEL041W
YDR043C	YEL044W
YDR043C	YEL045C
YDR043C	YEL046C
YDR043C	YEL062W
YDR043C	YEL066W
YDR043C	YEL069C
YDR043C	YEL070W
YDR043C	YEL071W
YDR043C	YER001W
YDR043C	YER010C
YDR043C	YER011W
YDR043C	YER018C
YDR043C	YER028C
YDR043C	YER044C
YDR043C	YER045C
YDR043C	YER046W
YDR043C	YER048C
YDR043C	YER092W
YDR043C	YER096W
YDR043C	YER143W
YDR043C	YER145C
YDR043C	YER146W
YDR043C	YFL055W
YDR043C	YFL059W
YDR043C	YFL060C
YDR043C	YFR015C
YDR043C	YFR017C
YDR043C	YGL001C
YDR043C	YGL012W
YDR043C	YGL013C
YDR043C	YGL157W
YDR043C	YGL228W
YDR043C	YGR035C
YDR043C	YGR050C
YDR043C	YGR052W
YDR043C	YGR067C
YDR043C	YGR069W
YDR043C	YGR143W
YDR043C	YGR218W
YDR043C	YGR237C
YDR043C	YGR248W
YDR043C	YGR249W
YDR043C	YGR271W
YDR043C	YGR277C
YDR043C	YGR278W
YDR043C	YHL041W
YDR043C	YHL042W
YDR043C	YHR011W
YDR043C	YHR022C
YDR043C	YHR023W
YDR043C	YHR032W
YDR043C	YHR033W
YDR043C	YHR048W
YDR043C	YHR071W
YDR043C	YHR138C
YDR043C	YHR156C
YDR043C	YHR157W
YDR043C	YHR194W
YDR043C	YIL002W-A
YDR043C	YIL003W
YDR043C	YIL019W
YDR043C	YIL020C
YDR043C	YIL056W
YDR043C	YIL089W
YDR043C	YIL097W
YDR043C	YIL098C
YDR043C	YIL099W
YDR043C	YIL100W
YDR043C	YIL101C
YDR043C	YIL118W
YDR043C	YIL119C
YDR043C	YIL170W
YDR043C	YIL171W
YDR043C	YIL172C
YDR043C	YIR013C
YDR043C	YIR014W
YDR043C	YIR019C
YDR043C	YIR020C
YDR043C	YIR020W-A
YDR043C	YIR020W-B
YDR043C	YIR021W
YDR043C	YJL022W
YDR043C	YJL076W
YDR043C	YJL077C
YDR043C	YJL078C
YDR043C	YJL106W
YDR043C	YJL107C
YDR043C	YJL108C
YDR043C	YJL148W
YDR043C	YJL194W
YDR043C	YJL196C
YDR043C	YJL214W
YDR043C	YJL216C
YDR043C	YJL219W
YDR043C	YJL220W
YDR043C	YJL221C
YDR043C	YJR094C
YDR043C	YJR094W-A
YDR043C	YJR095W
YDR043C	YJR102C
YDR043C	YJR144W
YDR043C	YJR157W
YDR043C	YJR158W
YDR043C	YJR159W
YDR043C	YKL043W
YDR043C	YKL044W
YDR043C	YKL045W
YDR043C	YKL077W
YDR043C	YKL096W
YDR043C	YKL109W
YDR043C	YKL162C-A
YDR043C	YKL177W
YDR043C	YKL179C
YDR043C	YKL220C
YDR043C	YKL221W
YDR043C	YKR066C
YDR043C	YKR067W
YDR043C	YKR075C
YDR043C	YKR101W
YDR043C	YKR102W
YDR043C	YLL011W
YDR043C	YLR012C
YDR043C	YLR013W
YDR043C	YLR112W
YDR043C	YLR121C
YDR043C	YLR187W
YDR043C	YLR210W
YDR043C	YLR262C
YDR043C	YLR266C
YDR043C	YLR267W
YDR043C	YLR397C
YDR043C	YLR410W-A
YDR043C	YLR410W-B
YDR043C	YLR413W
YDR043C	YML121W
YDR043C	YML122C
YDR043C	YML131W
YDR043C	YMR011W
YDR043C	YMR016C
YDR043C	YMR017W
YDR043C	YMR056C
YDR043C	YMR070W
YDR043C	YMR084W
YDR043C	YMR134W
YDR043C	YMR135C
YDR043C	YMR135W-A
YDR043C	YMR136W
YDR043C	YMR145C
YDR043C	YMR195W
YDR043C	YMR251W-A
YDR043C	YMR258C
YDR043C	YMR319C
YDR043C	YMR323W
YDR043C	YNL065W
YDR043C	YNL087W
YDR043C	YNL111C
YDR043C	YNL217W
YDR043C	YNL231C
YDR043C	YNR059W
YDR043C	YNR060W
YDR043C	YNR069C
YDR043C	YNR070W
YDR043C	YOL028C
YDR043C	YOL084W
YDR043C	YOL085C
YDR043C	YOL122C
YDR043C	YOL156W
YDR043C	YOL157C
YDR043C	YOL158C
YDR043C	YOL161C
YDR043C	YOR028C
YDR043C	YOR029W
YDR043C	YOR030W
YDR043C	YOR032C
YDR043C	YOR049C
YDR043C	YOR050C
YDR043C	YOR101W
YDR043C	YOR136W
YDR043C	YOR138C
YDR043C	YOR140W
YDR043C	YOR153W
YDR043C	YOR178C
YDR043C	YOR179C
YDR043C	YOR226C
YDR043C	YOR227W
YDR043C	YOR273C
YDR043C	YOR274W
YDR043C	YOR306C
YDR043C	YOR313C
YDR043C	YOR314W
YDR043C	YOR315W
YDR043C	YPL024W
YDR043C	YPL025C
YDR043C	YPL034W
YDR043C	YPL036W
YDR043C	YPL051W
YDR043C	YPL056C
YDR043C	YPL058C
YDR043C	YPL230W
YDR043C	YPL231W
YDR043C	YPL251W
YDR043C	YPL253C
YDR043C	YPL265W
YDR043C	YPR013C
YDR043C	YPR014C
YDR043C	YPR026W
YDR043C	YPR061C
YDR043C	YPR062W
YDR043C	YPR156C
YDR043C	YPR157W
YDR043C	YPR158W
YDR213W	YBR109C
YDR213W	YBR110W
YDR213W	YBR159W
YDR213W	YCL002C
YDR213W	YCL006C
YDR213W	YCL007C
YDR213W	YCL008C
YDR213W	YCL009C
YDR213W	YCL010C
YDR213W	YCR002C
YDR213W	YCR004C
YDR213W	YCR005C
YDR213W	YCR006C
YDR213W	YCR008W
YDR213W	YCR012W
YDR213W	YDL092W
YDR213W	YDL094C
YDR213W	YDR179C
YDR213W	YDR179W-A
YDR213W	YDR210C-D
YDR213W	YDR210W-D
YDR213W	YDR282C
YDR213W	YDR372C
YDR213W	YDR373W
YDR213W	YER138C
YDR213W	YFR007W
YDR213W	YHR171W
YDR213W	YIL014W
YDR213W	YJR088C
YDR213W	YJR089W
YDR213W	YJR100C
YDR213W	YLR097C
YDR213W	YMR202W
YDR213W	YNL284C
YDR213W	YNR054C
YDR213W	YOR115C
YDR213W	YOR365C
YDR213W	YOR367W
YDR213W	YPL113C
YDR259C	Q0080
YDR259C	YAL013W
YDR259C	YAL022C
YDR259C	YAL025C
YDR259C	YAL044C
YDR259C	YAL063C
YDR259C	YAL064C-A
YDR259C	YAR015W
YDR259C	YAR042W
YDR259C	YAR050W
YDR259C	YBL027W
YDR259C	YBL028C
YDR259C	YBL029C-A
YDR259C	YBL029W
YDR259C	YBL030C
YDR259C	YBL043W
YDR259C	YBL044W
YDR259C	YBL055C
YDR259C	YBL087C
YDR259C	YBL098W
YDR259C	YBL109W
YDR259C	YBL111C
YDR259C	YBL112C
YDR259C	YBL113C
YDR259C	YBR005W
YDR259C	YBR006W
YDR259C	YBR024W
YDR259C	YBR025C
YDR259C	YBR039W
YDR259C	YBR054W
YDR259C	YBR072W
YDR259C	YBR076W
YDR259C	YBR077C
YDR259C	YBR078W
YDR259C	YBR081C
YDR259C	YBR101C
YDR259C	YBR107C
YDR259C	YBR116C
YDR259C	YBR117C
YDR259C	YBR169C
YDR259C	YBR196C-B
YDR259C	YBR203W
YDR259C	YBR219C
YDR259C	YBR241C
YDR259C	YBR255C-A
YDR259C	YCL011C
YDR259C	YCL065W
YDR259C	YCR011C
YDR259C	YCR012W
YDR259C	YCR018C-A
YDR259C	YCR019W
YDR259C	YCR021C
YDR259C	YCR035C
YDR259C	YCR039C
YDR259C	YCR040W
YDR259C	YCR041W
YDR259C	YCR087C-A
YDR259C	YCR102C
YDR259C	YCR105W
YDR259C	YCR106W
YDR259C	YCR107W
YDR259C	YDL007W
YDR259C	YDL020C
YDR259C	YDL021W
YDR259C	YDL022W
YDR259C	YDL037C
YDR259C	YDL048C
YDR259C	YDL060W
YDR259C	YDL075W
YDR259C	YDL082W
YDR259C	YDL114W
YDR259C	YDL115C
YDR259C	YDL126C
YDR259C	YDL144C
YDR259C	YDL155W
YDR259C	YDL160C
YDR259C	YDL190C
YDR259C	YDL195W
